ingredient_id,ingredient_name,category,energy_kcal,protein_g,fat_g,carb_g,fiber_g,purine_mg,sodium_mg,potassium_mg,phosphorus_mg,cholesterol_mg,water_g,fructose_g,glucose_g,sucrose_g,calcium_mg,iron_mg,vitamin_c_mg
4082,Rau mùi tàu,"Rau, quả, củ dùng làm rau",25.0,2.1,0.8,2.4,1.6,,39.0,237.0,30.0,0.0,92.0,,,,20.0,2.9,177.0
4083,Rau muống,"Rau, quả, củ dùng làm rau",25.0,3.2,0.4,2.1,1.0,57.0,37.0,331.0,37.0,0.0,92.0,,,,100.0,1.4,23.0
4084,Rau muống khô,"Rau, quả, củ dùng làm rau",245.0,34.2,1.8,23.0,12.0,,,,300.0,0.0,14.0,,,,880.0,15.2,10.0
4085,Rau ngố,"Rau, quả, củ dùng làm rau",15.0,1.5,,2.3,2.1,,5.0,222.0,18.0,0.0,93.3,,,,84.0,2.2,78.0
4086,Rau ngót,"Rau, quả, củ dùng làm rau",35.0,5.3,,3.4,2.5,,25.0,457.0,65.0,0.0,86.4,,,,169.0,2.7,185.0
4087,Rau ngót khô,"Rau, quả, củ dùng làm rau",239.0,32.2,2.6,21.8,15.0,,,,,0.0,14.0,,,,,,
4088,Rau râm,"Rau, quả, củ dùng làm rau",30.0,4.7,,2.8,3.8,,5.0,216.0,55.0,0.0,86.7,,,,316.0,2.2,57.0
4089,Rau rút,"Rau, quả, củ dùng làm rau",28.0,5.1,,1.8,1.9,,,,59.0,0.0,90.4,,,,180.0,,
4090,Rau xà lách,"Rau, quả, củ dùng làm rau",17.0,1.5,0.4,1.8,0.5,13.0,59.0,333.0,34.0,0.0,95.0,,,,77.0,0.9,15.0
4091,Rau Sam,"Rau, quả, củ dùng làm rau",18.0,1.4,,3.0,0.7,,,,56.0,0.0,93.6,,,,85.0,1.5,26.0
4092,Rau sắng,"Rau, quả, củ dùng làm rau",48.0,6.5,,5.5,3.4,,,,80.0,0.0,82.4,,,,110.0,,114.0
4093,Rau tàu bay,"Rau, quả, củ dùng làm rau",18.0,2.5,,1.9,1.6,,,,25.0,0.0,93.1,,,,81.0,,10.0
4094,Rau thơm,"Rau, quả, củ dùng làm rau",18.0,2.0,,2.4,3.0,,6.0,217.0,49.0,0.0,91.7,,,,170.0,3.8,41.0
4095,Sấu xanh,"Rau, quả, củ dùng làm rau",19.0,1.8,,3.0,,,,,6.0,0.0,94.7,,,,135.0,,
4096,Su hào,"Rau, quả, củ dùng làm rau",37.0,2.8,0.1,6.2,1.7,25.0,53.0,321.0,50.0,0.0,88.0,,,,46.0,0.6,40.0
4097,Su hào khô,"Rau, quả, củ dùng làm rau",261.0,20.0,1.4,42.1,12.5,,,,,0.0,15.0,,,,,,3.0
4098,"Su Su, quả","Rau, quả, củ dùng làm rau",19.0,0.8,0.1,3.6,1.0,,2.0,125.0,14.0,0.0,94.0,,,,17.0,0.4,4.0
4099,Súp lơ trắng,"Rau, quả, củ dùng làm rau",30.0,2.5,0.1,4.8,0.9,51.0,20.0,349.0,51.0,0.0,90.9,,,,26.0,1.4,70.0
4100,Súp lơ xanh,"Rau, quả, củ dùng làm rau",26.0,3.0,0.3,2.9,3.2,,23.0,300.0,62.0,0.0,89.8,,,,33.0,0.73,88.0
4101,Thìa là,"Rau, quả, củ dùng làm rau",28.0,2.6,1.1,1.8,5.0,,48.0,361.0,12.0,0.0,88.4,,,,200.0,1.2,63.0
4102,Tía tô,"Rau, quả, củ dùng làm rau",25.0,2.9,,3.4,3.6,,3.0,284.0,18.0,0.0,89.1,,,,190.0,3.2,13.0
4103,Tỏi ta,"Rau, quả, củ dùng làm rau",121.0,6.0,0.5,23.0,1.5,,18.0,373.0,181.0,0.0,67.7,,,,24.0,1.5,10.0
4104,Tỏi tây ( cả lá),"Rau, quả, củ dùng làm rau",29.0,1.4,,5.9,1.5,,,,58.0,0.0,90.0,,,,80.0,2.0,20.0
4105,Trám đen chín,"Rau, quả, củ dùng làm rau",114.0,2.5,10.0,3.6,4.9,,,,30.0,0.0,77.0,,,,140.0,,14.0
4106,"Trám xanh sống, trám trắng","Rau, quả, củ dùng làm rau",37.0,1.2,1.6,4.4,4.9,,,,9.0,0.0,86.7,,,,136.0,,20.0
4107,Xương sông,"Rau, quả, củ dùng làm rau",15.0,2.2,,1.5,3.2,,12.0,424.0,17.0,0.0,91.7,,,,112.0,4.0,4.0
4108,Cà chua muối,"Rau, quả, củ dùng làm rau",6.0,0.6,,1.0,0.8,,,,,0.0,94.0,,,,,,
4109,Cà muối nén,"Rau, quả, củ dùng làm rau",13.0,1.3,,2.0,1.7,,,,18.0,0.0,81.0,,,,15.0,0.8,
4110,Cà muối xối,"Rau, quả, củ dùng làm rau",16.0,1.5,,2.5,1.7,,,,,0.0,84.3,,,,,,
4111,Dưa cải bắp,"Rau, quả, củ dùng làm rau",18.0,1.2,,3.3,1.6,,,,34.0,0.0,90.9,,,,51.0,0.3,20.0
4112,Dưa cải bẹ,"Rau, quả, củ dùng làm rau",17.0,1.8,,2.4,2.1,,,,21.0,0.0,90.1,,,,100.0,3.0,3.0
4113,Dưa cải sen,"Rau, quả, củ dùng làm rau",10.0,1.1,,1.3,1.8,,,,41.0,0.0,93.8,,,,63.0,,
4114,Dưa chuột muối,"Rau, quả, củ dùng làm rau",13.0,0.8,,2.5,0.7,,1208.0,23.0,20.0,0.0,92.1,,,,25.0,1.2,4.0
4115,Dưa giá ( đậu xanh),"Rau, quả, củ dùng làm rau",39.0,5.0,,4.8,2.0,,,,33.0,0.0,86.2,,,,22.0,1.1,
4116,Hành củ muối,"Rau, quả, củ dùng làm rau",22.0,1.4,,4.0,0.7,,,,5.0,0.0,88.5,,,,12.0,1.3,
4117,Kiệu muối,"Rau, quả, củ dùng làm rau",24.0,1.3,,4.7,1.2,,,,35.0,0.0,89.5,,,,50.0,1.2,12.0
4118,"Nhút (Muối từ mít non, ngọn đậu xanh non..)","Rau, quả, củ dùng làm rau",16.0,2.5,,1.5,2.3,,,,33.0,0.0,84.9,,,,204.0,9.0,
4119,Men bia khô,"Rau, quả, củ dùng làm rau",340.0,52.5,3.2,25.4,6.6,,,,1291.0,0.0,7.5,,,,44.0,16.1,
4120,Men bia tươi,"Rau, quả, củ dùng làm rau",95.0,16.2,1.3,4.5,2.0,,,,272.0,0.0,74.6,,,,30.0,5.0,
4121,Mộc nhĩ,"Rau, quả, củ dùng làm rau",304.0,10.6,0.2,65.0,7.0,,70.0,708.0,201.0,0.0,11.4,,,,357.0,56.1,1.0
4122,Nấm hương khô,"Rau, quả, củ dùng làm rau",274.0,36.0,4.0,23.5,17.0,,,,606.0,0.0,13.0,,,,184.0,35.0,
4123,Nấm hương tươi,"Rau, quả, củ dùng làm rau",39.0,5.5,0.5,3.1,3.0,,,,89.0,0.0,87.0,,,,27.0,5.2,
4124,Nấm mỡ ( nấm tây),"Rau, quả, củ dùng làm rau",32.0,4.0,0.3,3.4,1.1,58.0,12.0,322.0,80.0,0.0,90.4,,,,28.0,1.3,4.0
4125,Nấm rơm,"Rau, quả, củ dùng làm rau",57.0,3.6,3.2,3.4,1.1,,,,80.0,0.0,87.9,,,,28.0,1.2,2.0
4139,Rong biển,"Rau, quả, củ dùng làm rau",700.0,20.0,60.0,,,,1600.0,,,,,,,,,,
4126,Nấm thường tươi.,"Rau, quả, củ dùng làm rau",34.0,4.6,0.8,2.2,3.5,,0.8,4.6,34.0,0.0,88.0,0.17,1.48,0.0,2.0,0.7,6.0
5001,Bưởi,Quả chín,30.0,0.2,0.0,7.3,0.7,,3.0,159.0,18.0,0.0,91.4,,,,23.0,0.5,95.0
5002,Cam,Quả chín,38.0,0.9,0.1,8.3,1.4,19.0,4.0,108.0,23.0,0.0,88.8,,,,34.0,0.4,40.0
5003,Chanh,Quả chín,24.0,0.9,0.3,4.5,1.3,,3.0,145.0,22.0,0.0,92.5,,,,40.0,0.6,77.0
5004,Chôm chôm,Quả chín,72.0,1.5,0.0,16.4,1.3,,,,15.0,0.0,83.3,,,,28.0,0.5,
5005,Chuối khô,Quả chín,292.0,5.0,0.0,68.0,2.3,,,,,0.0,22.0,,,,,,
5006,Chuối tây,Quả chín,56.0,0.9,0.3,12.4,2.6,57.0,17.0,286.0,25.0,0.0,83.2,4.85,4.98,3.39,12.0,0.5,6.0
5007,Chuối tiêu,Quả chín,97.0,1.5,0.2,22.2,0.8,,19.0,329.0,28.0,0.0,74.4,,,,8.0,0.6,6.0
5008,Dâu Gia,Quả chín,27.0,0.6,,6.2,,,,,12.0,0.0,92.8,,,,20.0,0.5,2.0
5009,Dâu tây,Quả chín,43.0,1.8,0.4,8.1,4.0,21.0,37.0,292.0,23.0,0.0,84.9,,,,22.0,0.7,60.0
5010,Dưa bở,Quả chín,18.0,0.5,0.2,3.6,0.7,33.0,0.0,201.0,36.0,0.0,94.5,1.37,1.57,4.87,36.0,0.3,9.0
5011,Dưa hấu,Quả chín,16.0,1.2,0.2,2.3,0.5,,5.0,187.0,13.0,0.0,95.5,3.36,1.58,1.21,8.0,1.0,7.0
5012,Dưa hồng,Quả chín,17.0,0.3,0.1,3.7,0.4,,18.0,228.0,12.0,0.0,95.0,2.96,2.68,2.48,27.0,0.4,7.0
5013,Dưa lê,Quả chín,18.0,0.4,0.0,4.2,0.5,,,,21.0,0.0,93.3,,,,11.0,0.6,
5014,Dứa ta,Quả chín,29.0,0.8,,6.5,0.8,,24.0,157.0,17.0,0.0,91.5,,,,15.0,0.5,24.0
5015,Dứa tây,Quả chín,38.0,0.5,0.1,8.8,0.4,19.0,1.0,115.0,11.0,0.0,89.7,2.05,1.74,5.47,32.0,0.3,26.0
5016,Đào,Quả chín,31.0,0.9,0.2,6.3,1.5,21.0,0.0,190.0,34.0,0.0,90.5,1.53,1.95,4.76,20.0,0.45,10.0
5017,Đu đủ chín,Quả chín,36.0,1.0,0.1,7.6,0.6,,4.0,221.0,32.0,0.0,90.1,,,,40.0,2.6,54.0
5018,Gioi,Quả chín,16.0,0.4,0.3,3.2,2.9,,0.0,123.0,6.0,0.0,93.0,,,,12.0,0.5,30.0
5019,Hồng bì,Quả chín,34.0,1.4,,7.2,2.4,,,,9.0,0.0,88.2,,,,48.0,0.4,24.0
5020,Hồng đỏ,Quả chín,29.0,0.7,0.2,6.0,2.5,,4.0,214.0,19.0,0.0,90.0,5.56,5.44,1.54,10.0,0.2,16.0
5021,Hồng ngâm,Quả chín,38.0,0.9,,8.6,2.5,,3.0,217.0,19.0,0.0,87.5,,,,10.0,0.2,16.0
5022,Hồng Xiêm,Quả chín,48.0,0.5,0.7,10.0,2.5,,12.0,193.0,24.0,0.0,85.7,,,,52.0,2.3,8.0
5023,Lê,Quả chín,45.0,0.7,0.2,10.2,0.6,12.0,5.0,88.0,16.0,0.0,87.8,6.23,2.76,0.78,19.0,2.3,4.0
5024,Lựu,Quả chín,70.0,0.6,0.3,16.2,2.5,,3.0,259.0,23.0,0.0,79.6,,,,13.0,0.7,6.0
5025,Mãng cầu xiêm,Quả chín,53.0,1.8,0.6,10.1,1.9,,4.0,382.0,14.0,0.0,84.7,,,,38.0,0.7,19.0
5026,Mắc coọc,Quả chín,24.0,0.2,,5.7,,,,,7.0,0.0,93.8,,,,32.0,0.6,2.0
5027,Mận,Quả chín,20.0,0.6,0.2,3.9,0.7,24.0,0.0,157.0,20.0,0.0,94.1,3.07,5.07,1.57,28.0,0.4,3.0
5028,Mít dai,Quả chín,50.0,0.6,0.3,11.1,1.2,,3.0,368.0,28.0,0.0,85.4,,,,21.0,0.4,5.0
5029,Mít khô,Quả chín,280.0,2.9,,67.0,1.5,,,,,0.0,26.0,,,,,,
5030,Mít mật,Quả chín,62.0,1.5,,14.0,1.2,,,,28.0,,82.2,,,,21.0,0.4,5.0
5031,Mơ,Quả chín,48.0,0.9,0.4,10.1,0.8,,1.0,259.0,26.0,0.0,87.1,0.94,2.37,5.87,28.0,2.1,7.0
5032,Mơ khô,Quả chín,273.0,3.0,1.1,62.8,4.1,73.0,10.0,1162.0,106.0,0.0,25.9,12.47,33.08,7.89,62.0,4.5,5.0
5033,"Muỗm, quéo",Quả chín,67.0,0.6,0.4,15.3,0.4,,,,4.0,0.0,82.9,,,,4.0,0.2,60.0
5034,Na,Quả chín,66.0,1.6,0.3,14.2,0.8,,22.0,260.0,45.0,0.0,82.5,,,,35.0,0.6,36.0
5035,Nhãn,Quả chín,48.0,0.9,0.1,10.9,1.0,,26.0,257.0,12.0,0.0,86.3,,,,21.0,0.4,58.0
5036,Nhãn khô,Quả chín,285.0,4.3,0.5,65.9,1.7,,48.0,658.0,117.0,0.0,25.0,,,,32.0,4.4,34.0
5037,Nho ngọt,Quả chín,68.0,0.4,0.2,16.3,0.6,27.0,2.0,191.0,22.0,0.0,82.1,8.13,7.2,0.15,17.0,0.6,3.0
5038,Nho ta ( nho chua),Quả chín,14.0,0.4,,3.1,2.4,,11.0,120.0,21.0,0.0,93.6,,,,40.0,1.4,45.0
5039,Nhót,Quả chín,13.0,1.2,,2.1,2.3,,,,30.0,0.0,94.0,,,,27.0,0.2,
5040,Ổi,Quả chín,38.0,0.6,1.0,6.8,6.0,,4.0,291.0,16.0,0.0,85.0,,,,10.0,1.3,62.0
5041,Quả bơ vỏ tím,Quả chín,74.0,1.8,6.2,2.8,0.4,,,,69.0,0.0,88.3,,,,49.0,1.4,
5042,Quả bơ vỏ xanh,Quả chín,101.0,1.9,9.4,2.3,0.5,,2.0,351.0,85.0,0.0,85.4,0.25,2.17,0.0,60.0,1.6,17.0
5043,Quả cóc,Quả chín,58.0,1.8,,12.8,0.9,,,,24.0,0.0,83.9,,,,38.0,1.6,
5044,Quả thanh long,Quả chín,40.0,1.3,,8.7,1.8,,,,11.0,0.0,87.6,,,,11.0,0.6,10.0
5045,Quả trứng gà,Quả chín,106.0,4.3,0.4,21.3,,,,,270.0,0.0,73.4,,,,101.0,,
5046,Quất chín ( cả vỏ),Quả chín,26.0,0.9,,5.5,4.1,,,,42.0,0.0,89.0,,,,124.0,0.3,43.0
5047,Quít,Quả chín,39.0,0.8,0.3,8.3,0.6,,4.0,111.0,17.0,0.0,89.5,2.4,2.13,6.05,35.0,0.4,55.0
5048,Sầu riêng,Quả chín,132.0,2.5,1.6,26.9,1.4,,1.0,601.0,63.0,0.0,66.8,,,,20.0,0.9,37.0
5049,Sấu chín,Quả chín,38.0,1.3,,8.2,2.7,,,,44.0,0.0,87.0,,,,100.0,,3.0
5050,Táo ta,Quả chín,38.0,0.8,0.2,8.3,0.7,,3.0,250.0,25.0,0.0,89.5,,,,44.0,0.2,24.0
5051,Táo tây,Quả chín,48.0,0.5,0.2,11.0,0.6,,15.0,102.0,13.0,0.0,87.2,5.9,2.43,2.0,19.0,2.5,7.0
5052,Vải,Quả chín,45.0,0.7,0.4,9.6,1.1,,1.0,171.0,34.0,0.0,87.8,,,,6.0,0.5,36.0
5053,Vải khô,Quả chín,260.0,3.0,1.9,57.6,1.0,,3.0,1110.0,58.0,0.0,34.9,,,,25.0,4.4,183.0
5054,Vú sữa,Quả chín,42.0,1.0,,9.4,2.3,,,,32.0,0.0,86.5,,,,68.0,0.4,5.0
5055,Xoài chín,Quả chín,62.0,0.6,0.3,14.1,1.8,,2.0,114.0,13.0,0.0,82.6,,,,10.0,0.4,30.0
5056,Quả kiwi,Quả chín,56.0,1.1,0.5,11.7,3.0,,3.0,312.0,34.0,0.0,83.1,4.35,4.11,0.15,34.0,0.31,93.0
6001,Bơ,"DẦU, MỠ, BƠ",756.0,0.5,83.5,0.5,0.0,,11.0,24.0,12.0,270.0,15.4,,,,12.0,0.1,0.0
6002,"Dầu thảo mộc( Lạc, vừng, cám...)","DẦU, MỠ, BƠ",897.0,0.0,99.7,0.0,0.0,0.0,,,,,0.3,0.0,0.0,0.0,,,0.0
6003,Mỡ lợn muối,"DẦU, MỠ, BƠ",827.0,2.0,91.0,0.0,0.0,0.0,,,,,3.0,0.0,0.0,0.0,,,0.0
6004,Mỡ lợn nước,"DẦU, MỠ, BƠ",896.0,0.0,99.6,0.0,0.0,0.0,,,12.0,95.0,0.4,0.0,0.0,0.0,2.0,0.3,0.0
6005,Bơ thực vựa,"DẦU, MỠ, BƠ",729.0,0.5,80.7,0.1,0.0,0.0,2.0,25.0,13.0,0.0,18.5,,,,17.0,,0.0
6006,Dầu bông,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
6007,Dầu cám gạo,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
6008,Dầu cọ,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
6009,Dầu dừa,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.04,
6010,Dầu đậu tương,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.02,
6011,Dầu lạc,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.03,
6012,Dầu mè,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
6013,Dầu ngô,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,
6014,Dầu oliu,"DẦU, MỠ, BƠ",900.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.56,
7001,Thịt bê mỡ,THỊT VÀ SẢN PHẨM CHẾ BIẾN,144.0,19.0,7.5,0.0,0.0,,76.0,329.0,188.0,78.0,72.8,0.0,0.0,0.0,8.0,1.7,2.0
7002,Thịt bê nạc,THỊT VÀ SẢN PHẨM CHẾ BIẾN,85.0,20.0,0.5,0.0,0.0,172.0,80.0,348.0,176.0,79.0,78.2,0.0,0.0,0.0,8.0,1.7,2.0
7003,Thịt bò loại I,THỊT VÀ SẢN PHẨM CHẾ BIẾN,118.0,21.0,3.8,0.0,0.0,,83.0,378.0,226.0,59.0,74.1,0.0,0.0,0.0,12.0,3.1,1.0
7004,Thịt bò loại II,THỊT VÀ SẢN PHẨM CHẾ BIẾN,167.0,18.0,10.5,0.0,0.0,,,,194.0,,70.5,0.0,0.0,0.0,10.0,2.7,1.0
7005,"Thịt bò, lưng, nạc",THỊT VÀ SẢN PHẨM CHẾ BIẾN,127.0,23.1,3.9,0.0,0.0,133.0,57.0,361.0,214.0,40.0,72.7,0.0,0.0,0.0,23.0,1.63,0.0
7006,"Thịt bò, lưng, nạc và mỡ",THỊT VÀ SẢN PHẨM CHẾ BIẾN,182.0,21.5,10.7,0.0,0.0,,59.0,349.0,185.0,59.0,67.4,0.0,0.0,0.0,5.0,1.78,0.0
7007,Thịt bồ cầu ra ràng,THỊT VÀ SẢN PHẨM CHẾ BIẾN,340.0,17.5,30.0,0.0,0.0,,54.0,199.0,217.0,95.0,51.7,0.0,0.0,0.0,45.0,5.4,5.0
7008,Thịt chó sấn,THỊT VÀ SẢN PHẨM CHẾ BIẾN,338.0,16.0,30.4,0.0,0.0,,,,43.0,,53.0,0.0,0.0,0.0,16.0,1.0,
7009,Thịt chó vai,THỊT VÀ SẢN PHẨM CHẾ BIẾN,230.0,18.0,17.6,0.0,0.0,,,,36.0,,63.8,0.0,0.0,0.0,20.0,0.7,0.0
7010,"Thịt cừu, nạc",THỊT VÀ SẢN PHẨM CHẾ BIẾN,219.0,16.4,17.0,0.0,0.0,182.0,91.0,256.0,177.0,78.0,65.8,0.0,0.0,0.0,9.0,2.5,3.0
7011,"Thịt dê, nạc",THỊT VÀ SẢN PHẨM CHẾ BIẾN,122.0,20.7,4.3,0.0,0.0,,82.0,385.0,129.0,57.0,74.4,0.0,0.0,0.0,11.0,2.0,1.0
7012,Thịt gà rừng,THỊT VÀ SẢN PHẨM CHẾ BIẾN,141.0,24.4,4.8,0.0,0.0,,,,263.0,,69.7,0.0,0.0,0.0,14.0,0.4,
7013,Thịt gà ta,THỊT VÀ SẢN PHẨM CHẾ BIẾN,199.0,20.3,13.1,0.0,0.0,,70.0,189.0,200.0,75.0,65.6,0.0,0.0,0.0,12.0,1.5,4.0
7014,Thịt gà tây,THỊT VÀ SẢN PHẨM CHẾ BIẾN,218.0,20.1,15.3,0.0,0.0,110.0,66.0,236.0,320.0,74.0,63.6,0.0,0.0,0.0,24.0,3.2,0.0
7015,Thịt hươu,THỊT VÀ SẢN PHẨM CHẾ BIẾN,94.0,19.0,2.0,0.0,0.0,,51.0,318.0,205.0,85.0,77.9,0.0,0.0,0.0,11.0,2.8,0.0
7016,Thịt lợn mỡ,THỊT VÀ SẢN PHẨM CHẾ BIẾN,394.0,14.5,37.5,0.0,0.0,,42.0,253.0,156.0,74.0,47.5,0.0,0.0,0.0,8.0,0.4,0.0
7017,Thịt lợn nạc,THỊT VÀ SẢN PHẨM CHẾ BIẾN,139.0,19.0,7.0,0.0,0.0,166.0,76.0,341.0,190.0,67.0,73.0,0.0,0.0,0.0,7.0,0.96,1.0
7018,"Thịt lợn nửa nạc, nửa mỡ",THỊT VÀ SẢN PHẨM CHẾ BIẾN,260.0,16.5,21.5,0.0,0.0,,55.0,285.0,178.0,68.0,60.9,0.0,0.0,0.0,9.0,1.5,2.0
